IDADE,FX_ID,SEXO,p1,p2,p4,p5,p6,p8,p9a,p9b,p9c,p9d,p10,p11,p12,p13,p14,p15,ESCOLA,RENDAF,nquest
23.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,6.0,2.0,5.0,316.0
25.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,446.0
28.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,2.0,4.0,290.0
65.0,3.0,1.0,2.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,9.0,1.0,4.0,449.0
38.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,3.0,447.0
26.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,6.0,1.0,3.0,317.0
40.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,1.0,3.0,291.0
19.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,10.0,1.0,4.0,448.0
16.0,1.0,1.0,2.0,5.0,4.0,5.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,6.0,1.0,3.0,318.0
19.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,6.0,2.0,3.0,450.0
55.0,3.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,5.0,292.0
59.0,3.0,1.0,4.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,6.0,1.0,3.0,451.0
25.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,9.0,1.0,4.0,319.0
21.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,4.0,452.0
62.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,0.0,6.0,1.0,1.0,320.0
16.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,6.0,2.0,4.0,293.0
45.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,2.0,4.0,321.0
40.0,2.0,2.0,1.0,5.0,4.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,207.0
48.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,1.0,4.0,453.0
27.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,294.0
60.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,454.0
58.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,6.0,1.0,5.0,208.0
38.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,0.0,6.0,1.0,3.0,455.0
70.0,3.0,2.0,2.0,5.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,8.0,1.0,1.0,209.0
23.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,2.0,6.0,295.0
28.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,2.0,5.0,210.0
22.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,6.0,1.0,3.0,456.0
25.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,0.0,6.0,1.0,1.0,457.0
32.0,2.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,9.0,1.0,4.0,211.0
41.0,3.0,2.0,1.0,5.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,6.0,1.0,4.0,502.0
32.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,6.0,1.0,4.0,296.0
36.0,2.0,2.0,1.0,1.0,4.0,5.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,0.0,6.0,1.0,4.0,458.0
35.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,6.0,212.0
25.0,2.0,1.0,1.0,5.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,3.0,503.0
68.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,6.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,6.0,1.0,4.0,459.0
24.0,1.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,3.0,213.0
24.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,6.0,1.0,1.0,460.0
26.0,2.0,1.0,2.0,5.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,8.0,2.0,4.0,504.0
54.0,3.0,1.0,2.0,5.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,6.0,1.0,4.0,214.0
46.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,6.0,2.0,4.0,461.0
27.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,3.0,3.0,518.0
17.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,297.0
18.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,6.0,2.0,6.0,215.0
35.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,462.0
40.0,2.0,1.0,2.0,5.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,4.0,505.0
49.0,3.0,2.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,5.0,477.0
58.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,5.0,216.0
24.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,6.0,2.0,4.0,463.0
51.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,6.0,1.0,1.0,519.0
28.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,3.0,5.0,217.0
40.0,2.0,1.0,1.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,2.0,5.0,506.0
23.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,4.0,2.0,4.0,464.0
40.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,2.0,5.0,478.0
40.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,8.0,1.0,3.0,218.0
22.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,6.0,2.0,2.0,520.0
73.0,3.0,2.0,1.0,5.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,6.0,1.0,4.0,507.0
36.0,2.0,1.0,1.0,4.0,4.0,5.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,6.0,1.0,1.0,465.0
37.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,7.0,479.0
38.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,9.0,3.0,6.0,521.0
51.0,3.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,466.0
22.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,480.0
52.0,3.0,2.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,0.0,6.0,1.0,3.0,467.0
19.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,3.0,5.0,522.0
36.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,8.0,1.0,4.0,298.0
31.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,6.0,3.0,4.0,481.0
34.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,5.0,468.0
48.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,6.0,2.0,5.0,523.0
32.0,2.0,2.0,1.0,5.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,4.0,508.0
30.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,5.0,469.0
67.0,3.0,1.0,5.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,6.0,1.0,2.0,509.0
22.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,6.0,2.0,3.0,299.0
74.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,6.0,2.0,2.0,524.0
22.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,6.0,2.0,6.0,470.0
16.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,4.0,525.0
38.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,3.0,5.0,482.0
20.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,0.0,6.0,2.0,5.0,471.0
19.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,7.0,1.0,5.0,300.0
30.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,6.0,1.0,4.0,526.0
62.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,6.0,1.0,1.0,483.0
63.0,3.0,2.0,4.0,4.0,4.0,1.0,3.0,6.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,0.0,6.0,1.0,2.0,472.0
29.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,3.0,6.0,484.0
37.0,2.0,1.0,4.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,1.0,4.0,527.0
18.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,4.0,485.0
69.0,3.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0,4.0,473.0
19.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,6.0,1.0,6.0,219.0
40.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,1.0,5.0,528.0
33.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,7.0,474.0
69.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,1.0,3.0,486.0
28.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,5.0,220.0
42.0,3.0,1.0,4.0,1.0,4.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,6.0,1.0,3.0,529.0
38.0,2.0,1.0,2.0,1.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,6.0,2.0,6.0,475.0
22.0,1.0,2.0,4.0,2.0,4.0,5.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,487.0
45.0,3.0,1.0,4.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,6.0,1.0,1.0,530.0
37.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,4.0,476.0
42.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,510.0
72.0,3.0,1.0,2.0,2.0,4.0,5.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,488.0
18.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,6.0,531.0
73.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,1.0,4.0,221.0
51.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,3.0,6.0,222.0
33.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,3.0,5.0,489.0
24.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,9.0,1.0,4.0,223.0
44.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,2.0,5.0,532.0
43.0,3.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,0.0,7.0,2.0,4.0,224.0
26.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,9.0,1.0,3.0,490.0
27.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,2.0,5.0,533.0
39.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,6.0,550.0
18.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,511.0
58.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,1.0,1.0,225.0
38.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,5.0,580.0
22.0,1.0,2.0,1.0,5.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,3.0,6.0,491.0
16.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,2.0,5.0,534.0
50.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,5.0,512.0
27.0,2.0,2.0,1.0,5.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,5.0,492.0
16.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,6.0,2.0,5.0,226.0
49.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,513.0
47.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,4.0,581.0
30.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,1.0,5.0,227.0
32.0,2.0,1.0,1.0,5.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,3.0,7.0,493.0
47.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,3.0,6.0,551.0
25.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,3.0,514.0
28.0,2.0,2.0,1.0,5.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,9.0,1.0,3.0,494.0
85.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,4.0,535.0
53.0,3.0,1.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,6.0,495.0
55.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,1.0,1.0,515.0
50.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,3.0,6.0,552.0
17.0,1.0,1.0,4.0,2.0,3.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,99.0,1.0,2.0,6.0,603.0
30.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,6.0,1.0,3.0,516.0
27.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,6.0,1.0,5.0,536.0
